carat,cut,cut_rank,color,color_rank,clarity,clarity_rank,depth_pct,table_mm,price_usd,length_mm,width_mm,depth_mm,region
0.35,Ideal,1,D,1,VS2,5,61.3,56.0,953.0,4.54,4.56,2.79,region2
0.72,Very Good,3,I,6,SI1,6,63.3,57.0,1867.0,5.73,5.67,3.61,region4
0.52,Ideal,1,G,4,VS1,4,62.8,55.0,1525.0,5.16,5.13,3.23,region4
0.7,Very Good,3,E,2,SI2,7,59.5,56.0,2395.0,5.79,5.81,3.45,region3
1.03,Ideal,1,E,2,VS2,5,61.7,56.0,7910.0,6.45,6.54,4.01,region3
1.27,Very Good,3,I,6,SI1,6,60.7,61.0,6887.0,6.97,6.91,4.21,region3
0.53,Ideal,1,H,5,SI2,7,61.6,54.0,918.0,5.22,5.26,3.23,region4
0.25,Very Good,3,E,2,VVS2,3,62.7,59.0,661.0,4.01,4.03,2.52,region2
0.32,Ideal,1,H,5,VS1,4,61.8,55.0,828.0,4.42,4.41,2.73,region2
0.56,Ideal,1,E,2,SI1,6,61.3,56.0,1264.0,5.28,5.32,3.25,region4
0.49,Ideal,1,E,2,VVS2,3,61.9,56.0,2529.0,5.05,5.1,3.14,region2
0.4,Premium,2,E,2,SI2,7,62.9,59.0,1112.0,4.69,4.66,2.94,region1
1.09,Ideal,1,D,1,SI2,7,62.4,57.0,6973.0,6.55,6.6,4.1,region1
0.73,Good,4,H,5,SI2,7,60.9,65.0,1876.0,5.86,5.69,3.51,region4
0.5,Very Good,3,I,6,VS1,4,63.1,56.0,1064.0,5.07,5.01,3.18,region3
1.04,Ideal,1,G,4,SI2,7,62.0,57.0,3780.0,6.53,6.6,4.07,region4
0.7,Ideal,1,I,6,VS2,5,62.1,54.6,2352.0,5.68,5.72,3.54,region3
0.51,Ideal,1,E,2,SI1,6,60.9,54.0,1762.0,5.17,5.21,3.16,region1
1.2,Very Good,3,I,6,SI1,6,63.2,58.0,4731.0,6.71,6.75,4.25,region4
0.91,Ideal,1,D,1,SI2,7,62.2,57.0,3644.0,6.21,6.15,3.85,region1
0.31,Ideal,1,I,6,SI1,6,62.5,56.0,481.0,4.29,4.35,2.7,region2
0.9,Good,4,G,4,VS1,4,63.9,57.0,4434.0,6.08,6.03,3.87,region3
0.9,Very Good,3,G,4,SI1,6,62.7,59.0,5277.0,6.12,6.17,3.85,region1
0.3,Ideal,1,E,2,IF,1,62.6,53.0,1084.0,4.29,4.33,2.7,region2
0.32,Ideal,1,E,2,VS1,4,61.6,57.0,875.0,4.39,4.35,2.69,region4
0.36,Ideal,1,G,4,SI1,6,61.8,55.0,942.0,4.58,4.61,2.84,region1
0.4,Very Good,3,E,2,VVS2,3,62.4,58.0,1068.0,4.7,4.76,2.95,region3
0.38,Ideal,1,G,4,VVS1,2,59.7,60.0,1028.0,4.71,4.74,2.82,region3
1.2,Very Good,3,G,4,SI1,6,62.9,57.0,7693.0,6.73,6.79,4.25,region1
0.58,Ideal,1,F,3,SI2,7,60.9,57.0,1572.0,5.4,5.44,3.3,region1
0.51,Ideal,1,F,3,VS2,5,61.9,55.0,2068.0,5.11,5.15,3.18,region1
0.32,Very Good,3,H,5,SI1,6,63.1,58.0,621.0,4.36,4.33,2.74,region3
0.34,Very Good,3,G,4,VVS2,3,61.7,56.0,814.0,4.47,4.51,2.77,region3
0.7,Very Good,3,E,2,SI2,7,62.0,59.0,2602.0,5.61,5.68,3.5,region2
0.32,Premium,2,F,3,VS2,5,58.8,62.0,696.0,4.48,4.43,2.62,region4
0.52,Premium,2,F,3,VS2,5,58.5,60.0,1734.0,5.29,5.24,3.08,region3
0.31,Ideal,1,I,6,VS1,4,61.6,55.0,636.0,4.34,4.36,2.68,region1
1.02,Premium,2,J,7,VS2,5,61.6,58.0,4567.0,6.4,6.35,3.93,region1
0.4,Premium,2,G,4,VVS1,2,62.3,58.0,1291.0,4.66,4.72,2.92,region2
0.45,Very Good,3,H,5,VVS1,2,62.3,57.0,1656.0,4.9,4.93,3.06,region1
0.59,Very Good,3,F,3,VVS2,3,63.5,59.0,2647.0,5.28,5.3,3.36,region2
1.03,Premium,2,G,4,VS2,5,58.9,59.0,8098.0,6.65,6.59,3.9,region1
0.76,Ideal,1,E,2,SI1,6,62.5,57.0,3943.0,5.8,5.82,3.63,region1
0.41,Premium,2,F,3,VS2,5,60.3,58.0,1122.0,4.8,4.85,2.91,region1
0.9,Very Good,3,G,4,VS2,5,62.7,59.0,5224.0,6.09,6.16,3.84,region2
0.53,Good,4,H,5,VS1,4,57.6,64.0,1346.0,5.41,5.36,3.1,region3
0.68,Premium,2,H,5,SI1,6,58.7,60.0,1793.0,5.8,5.76,3.39,region3
1.13,Ideal,1,H,5,VS2,5,62.0,55.0,5414.0,6.68,6.65,4.13,region2
1.01,Premium,2,E,2,SI1,6,62.4,58.0,5152.0,6.42,6.37,3.99,region2
0.3,Premium,2,E,2,SI1,6,60.6,58.0,709.0,4.34,4.3,2.62,region3
0.79,Ideal,1,H,5,VS2,5,62.5,57.0,3271.0,5.91,5.93,3.7,region2
0.38,Ideal,1,D,1,SI2,7,61.1,56.0,728.0,4.65,4.71,2.86,region2
1.22,Very Good,3,G,4,VS1,4,61.2,58.0,8335.0,6.85,6.9,4.21,region4
0.33,Ideal,1,G,4,IF,1,61.7,55.0,1088.0,4.47,4.48,2.76,region2
0.35,Ideal,1,D,1,SI1,6,61.5,56.0,897.0,4.54,4.57,2.8,region2
1.14,Very Good,3,F,3,SI2,7,62.9,59.0,4885.0,6.62,6.64,4.17,region3
1.3,Good,4,D,1,SI2,7,57.1,63.0,7276.0,7.22,7.27,4.14,region2
0.9,Good,4,F,3,VS2,5,63.3,57.0,4654.0,6.11,6.15,3.88,region3
1.51,Good,4,J,7,SI1,6,62.4,64.0,6446.0,7.31,7.23,4.54,region4
0.41,Ideal,1,G,4,IF,1,62.1,57.0,1467.0,4.76,4.77,2.96,region2
1.22,Premium,2,G,4,VS2,5,61.2,58.0,10231.0,6.91,6.81,4.2,region1
0.31,Ideal,1,G,4,IF,1,61.6,54.0,896.0,4.36,4.4,2.7,region3
0.54,Ideal,1,I,6,VS2,5,61.5,55.0,1133.0,5.25,5.29,3.24,region4
0.23,Ideal,1,F,3,VVS2,3,60.9,57.0,556.0,3.95,3.97,2.41,region3
1.06,Premium,2,G,4,VS1,4,62.8,56.0,6417.0,6.52,6.47,4.08,region4
0.53,Premium,2,D,1,VS1,4,61.3,58.0,2437.0,5.27,5.2,3.21,region3
0.4,Ideal,1,D,1,VVS1,2,60.3,57.0,1657.0,4.81,4.78,2.89,region2
0.73,Ideal,1,E,2,VS2,5,61.9,55.0,4258.0,5.76,5.8,3.57,region1
1.0,Premium,2,F,3,SI2,7,62.4,56.0,5170.0,6.35,6.31,3.95,region1
0.34,Ideal,1,E,2,VS1,4,61.8,56.0,926.0,4.47,4.51,2.78,region2
0.97,Ideal,1,H,5,VS2,5,62.9,56.0,6426.0,6.35,6.31,3.98,region1
0.26,Premium,2,E,2,VVS1,2,62.9,58.0,884.0,4.08,4.06,2.56,region2
0.31,Ideal,1,D,1,VS2,5,62.2,56.0,844.0,4.32,4.36,2.7,region2
0.33,Premium,2,G,4,VS1,4,62.8,58.0,769.0,4.41,4.38,2.76,region4
1.09,Very Good,3,G,4,VS1,4,62.5,59.0,8875.0,6.54,6.57,4.1,region1
0.25,Good,4,D,1,VVS2,3,64.6,56.0,485.0,3.97,3.99,2.57,region3
0.71,Ideal,1,F,3,SI1,6,61.6,56.0,3141.0,5.71,5.75,3.53,region1
0.38,Very Good,3,E,2,VS1,4,63.0,56.0,936.0,4.61,4.63,2.91,region3
1.01,Premium,2,G,4,SI1,6,62.6,59.0,6334.0,6.38,6.3,3.97,region1
0.52,Ideal,1,H,5,SI1,6,61.0,56.0,1284.0,5.2,5.23,3.18,region3
1.0,Very Good,3,G,4,VS1,4,62.4,60.0,6576.0,6.37,6.39,3.98,region3
0.5,Very Good,3,H,5,SI1,6,63.1,55.0,1132.0,5.09,5.02,3.19,region2
0.59,Ideal,1,E,2,VVS2,3,62.0,55.0,3175.0,5.38,5.43,3.35,region2
0.73,Ideal,1,E,2,SI2,7,61.0,57.0,3164.0,5.81,5.87,3.56,region1
0.5,Good,4,G,4,VVS1,2,63.3,56.0,2556.0,5.07,5.1,3.22,region1
0.36,Good,4,D,1,SI1,6,63.1,55.0,762.0,4.54,4.59,2.88,region2
0.8,Good,4,G,4,SI2,7,64.2,55.0,2920.0,5.89,5.83,3.76,region1
0.31,Ideal,1,I,6,VS1,4,61.7,55.0,488.0,4.36,4.39,2.7,region2
0.35,Ideal,1,F,3,VS2,5,62.2,55.0,1178.0,4.53,4.48,2.8,region1
1.5,Good,4,H,5,SI2,7,63.8,57.0,4874.0,7.21,7.14,4.58,region4
0.31,Ideal,1,D,1,SI1,6,62.6,57.0,514.0,4.3,4.32,2.7,region4
0.56,Premium,2,D,1,VS2,5,61.1,58.0,2552.0,5.3,5.34,3.25,region1
0.6,Premium,2,F,3,VVS2,3,62.4,56.0,3011.0,5.44,5.39,3.38,region1
0.3,Premium,2,F,3,VS1,4,61.5,59.0,971.0,4.33,4.31,2.66,region2
0.71,Premium,2,D,1,SI1,6,59.2,62.0,3311.0,5.83,5.8,3.44,region1
0.77,Premium,2,D,1,VS1,4,59.4,59.0,5156.0,6.0,5.96,3.55,region1
1.01,Very Good,3,F,3,VVS2,3,62.3,56.0,10260.0,6.38,6.42,3.99,region2
0.33,Good,4,D,1,SI2,7,63.3,53.0,566.0,4.39,4.42,2.79,region2
1.21,Very Good,3,G,4,VVS2,3,60.4,56.0,12329.0,6.88,6.92,4.17,region1
1.08,Ideal,1,D,1,SI1,6,60.3,57.0,7520.0,6.68,6.71,4.04,region2
1.75,Ideal,1,G,4,VS2,5,62.1,57.0,21844.0,7.73,7.69,4.79,region1
0.91,Very Good,3,H,5,SI1,6,63.0,57.0,3550.0,6.1,6.19,3.87,region2
0.71,Very Good,3,I,6,VS2,5,61.1,60.0,2146.0,5.72,5.77,3.51,region4
0.23,Very Good,3,D,1,VS2,5,61.6,58.0,462.0,3.96,3.99,2.45,region2
0.26,Premium,2,E,2,VVS1,2,61.8,58.0,807.0,4.14,4.11,2.55,region3
1.5,Premium,2,E,2,I1,8,61.5,58.0,4234.0,7.38,7.2,4.5,region3
0.56,Ideal,1,F,3,VS2,5,61.8,55.0,2242.0,5.3,5.34,3.29,region2
0.7,Good,4,H,5,VS2,5,59.1,65.0,2569.0,5.75,5.85,3.43,region2
0.7,Ideal,1,F,3,SI1,6,61.2,55.0,3275.0,5.74,5.76,3.52,region3
0.3,Good,4,H,5,SI1,6,63.7,56.0,567.0,4.22,4.2,2.68,region3
1.51,Ideal,1,E,2,SI2,7,60.5,57.0,12575.0,7.38,7.42,4.48,region2
1.22,Premium,2,F,3,SI2,7,62.5,57.0,6663.0,6.78,6.73,4.22,region2
1.01,Very Good,3,F,3,SI2,7,63.1,57.0,3665.0,6.37,6.3,4.0,region4
0.41,Ideal,1,F,3,VVS1,2,61.8,55.0,1684.0,4.76,4.78,2.95,region1
0.38,Ideal,1,E,2,VS1,4,60.8,56.0,1222.0,4.7,4.75,2.86,region1
1.31,Very Good,3,H,5,VS2,5,60.4,58.0,10739.0,7.04,7.09,4.27,region1
0.53,Ideal,1,G,4,VS1,4,62.1,57.0,1632.0,5.18,5.16,3.21,region4
0.5,Very Good,3,F,3,VS2,5,62.9,57.0,1292.0,5.06,5.11,3.2,region4
1.01,Very Good,3,G,4,VS2,5,61.4,59.0,7727.0,6.42,6.48,3.96,region1
1.81,Very Good,3,I,6,VS1,4,59.9,61.0,16304.0,7.85,7.91,4.72,region2
0.35,Very Good,3,F,3,SI1,6,61.0,55.0,531.0,4.6,4.63,2.81,region4
0.52,Good,4,F,3,VS2,5,63.6,56.0,1685.0,5.12,5.07,3.24,region3
1.13,Ideal,1,G,4,VS2,5,61.9,56.0,8219.0,6.68,6.71,4.14,region2
0.78,Very Good,3,F,3,VS1,4,63.3,56.0,4632.0,5.84,5.89,3.71,region1
1.01,Very Good,3,D,1,SI1,6,60.7,58.0,4880.0,6.49,6.45,3.93,region4
0.3,Ideal,1,H,5,IF,1,61.5,56.0,802.0,4.32,4.33,2.66,region3
0.31,Good,4,G,4,VS1,4,63.8,57.0,922.0,4.33,4.29,2.75,region2
0.82,Premium,2,E,2,VS2,5,62.6,60.0,3219.0,5.97,5.91,3.72,region4
0.91,Premium,2,E,2,VS1,4,62.7,59.0,5310.0,6.15,6.19,3.87,region3
0.3,Premium,2,D,1,VS1,4,61.2,59.0,659.0,4.34,4.29,2.64,region4
1.51,Good,4,I,6,VS2,5,63.7,58.0,8204.0,7.23,7.21,4.6,region4
1.04,Ideal,1,H,5,VS2,5,61.8,55.0,5395.0,6.51,6.52,4.03,region4
2.14,Ideal,1,G,4,SI2,7,62.9,56.0,12923.0,8.18,8.14,5.13,region4
2.0,Very Good,3,J,7,SI1,6,60.8,58.0,13406.0,7.99,8.07,4.88,region3
0.3,Ideal,1,E,2,SI1,6,62.1,58.0,524.0,4.27,4.29,2.66,region3
0.36,Ideal,1,F,3,VS2,5,62.0,54.0,787.0,4.58,4.61,2.85,region2
0.31,Ideal,1,E,2,VS1,4,61.8,56.0,954.0,4.33,4.34,2.68,region1
1.52,Fair,5,D,1,SI1,6,64.6,64.0,11160.0,7.18,7.16,4.63,region2
0.42,Ideal,1,F,3,VVS2,3,61.3,57.0,1313.0,4.8,4.82,2.95,region2
0.93,Premium,2,F,3,SI2,7,59.5,60.0,3258.0,6.39,6.36,3.79,region4
0.36,Ideal,1,G,4,SI1,6,61.1,55.0,600.0,4.58,4.62,2.81,region3
0.3,Premium,2,G,4,VS1,4,62.9,58.0,698.0,4.32,4.27,2.7,region4
0.71,Ideal,1,D,1,SI2,7,61.6,55.0,3182.0,5.74,5.76,3.54,region2
1.28,Good,4,J,7,SI1,6,63.4,59.0,6341.0,6.84,6.89,4.35,region1
1.51,Premium,2,H,5,VS2,5,60.2,60.0,12007.0,7.33,7.35,4.42,region3
1.11,Very Good,3,F,3,VVS1,2,59.7,55.0,13183.0,6.77,6.82,4.06,region1
0.41,Premium,2,G,4,SI1,6,62.8,58.0,904.0,4.74,4.72,2.97,region3
1.28,Premium,2,J,7,SI2,7,62.3,58.0,4868.0,6.94,6.89,4.31,region3
1.02,Very Good,3,F,3,SI2,7,60.0,57.0,3936.0,6.53,6.57,3.93,region4
0.32,Premium,2,D,1,VS2,5,60.3,60.0,1021.0,4.44,4.42,2.67,region3
1.59,Ideal,1,H,5,VS1,4,61.8,57.0,10941.0,7.49,7.42,4.61,region4
0.3,Good,4,H,5,VVS1,2,63.3,60.0,718.0,4.22,4.25,2.68,region3
1.08,Ideal,1,G,4,VS2,5,62.1,57.0,7359.0,6.57,6.54,4.07,region1
1.76,Very Good,3,H,5,SI1,6,62.6,58.0,16069.0,7.7,7.66,4.81,region1
0.75,Ideal,1,G,4,VS1,4,62.3,57.0,3122.0,5.83,5.86,3.64,region3
0.3,Ideal,1,G,4,VS1,4,61.5,56.0,815.0,4.34,4.28,2.65,region3
0.44,Very Good,3,G,4,SI1,6,60.3,58.0,825.0,4.94,4.99,2.99,region3
1.12,Ideal,1,E,2,VVS2,3,60.6,57.0,11307.0,6.77,6.66,4.07,region3
0.5,Good,4,D,1,SI1,6,61.1,64.0,1580.0,5.05,5.07,3.09,region2
0.51,Ideal,1,D,1,VS1,4,61.9,57.0,2504.0,5.17,5.14,3.19,region2
0.57,Very Good,3,E,2,VS2,5,63.0,59.0,1902.0,5.25,5.29,3.32,region2
0.35,Good,4,H,5,SI1,6,63.3,54.0,529.0,4.51,4.53,2.86,region3
0.34,Very Good,3,D,1,VS1,4,59.8,57.0,834.0,4.54,4.59,2.73,region2
0.31,Ideal,1,I,6,VS1,4,61.3,55.6,462.0,4.37,4.4,2.69,region4
1.54,Premium,2,G,4,VS1,4,61.1,56.0,16604.0,7.54,7.48,4.59,region2
0.53,Ideal,1,F,3,VS1,4,61.4,57.0,2070.0,5.18,5.2,3.19,region2
0.53,Ideal,1,H,5,VS2,5,62.6,57.0,1271.0,5.17,5.15,3.23,region4
0.72,Good,4,F,3,VS1,4,60.7,60.0,3214.0,5.74,5.72,3.48,region2
1.05,Premium,2,F,3,SI1,6,61.6,57.0,7224.0,6.56,6.53,4.03,region1
0.41,Good,4,E,2,VVS1,2,64.3,54.0,1244.0,4.68,4.72,3.02,region1
1.09,Premium,2,D,1,SI2,7,62.8,56.0,5219.0,6.49,6.45,4.06,region2
1.25,Premium,2,H,5,VS1,4,62.0,59.0,8504.0,6.88,6.84,4.25,region3
1.51,Very Good,3,G,4,VS1,4,62.5,58.0,12317.0,7.23,7.27,4.53,region4
1.05,Ideal,1,F,3,VS1,4,62.1,56.0,7160.0,6.54,6.59,4.08,region4
0.51,Ideal,1,E,2,SI1,6,62.2,57.0,1623.0,5.12,5.08,3.17,region3
0.32,Ideal,1,G,4,VVS1,2,61.3,60.0,842.0,4.39,4.42,2.7,region2
0.3,Premium,2,D,1,VS2,5,61.9,58.0,923.0,4.28,4.32,2.66,region1
1.21,Ideal,1,F,3,VS2,5,62.4,59.0,11298.0,6.82,6.77,4.24,region1
0.3,Ideal,1,D,1,SI1,6,62.5,57.0,580.0,4.29,4.32,2.69,region3
0.35,Premium,2,H,5,VVS1,2,62.1,58.0,1178.0,4.52,4.46,2.79,region2
0.26,Very Good,3,F,3,VS2,5,58.7,59.0,476.0,4.14,4.27,2.47,region3
0.59,Ideal,1,G,4,VVS2,3,62.2,56.0,2261.0,5.37,5.4,3.35,region2
0.3,Very Good,3,F,3,SI1,6,61.7,59.0,450.0,4.29,4.33,2.66,region4
0.71,Ideal,1,E,2,SI1,6,61.7,56.0,2245.0,5.74,5.77,3.55,region4
0.8,Very Good,3,H,5,VS2,5,61.2,53.0,2626.0,5.98,6.05,3.68,region4
0.65,Ideal,1,D,1,VVS1,2,61.9,56.0,4536.0,5.53,5.56,3.43,region3
0.31,Very Good,3,G,4,VS1,4,63.2,57.0,722.0,4.33,4.28,2.72,region4
1.75,Premium,2,H,5,SI1,6,61.4,59.0,15043.0,7.79,7.69,4.75,region2
0.54,Ideal,1,D,1,VS2,5,61.2,56.0,2118.0,5.23,5.29,3.22,region2
1.2,Fair,5,G,4,SI2,7,65.5,59.0,4246.0,6.73,6.53,4.34,region3
0.73,Very Good,3,E,2,SI1,6,63.2,58.0,3483.0,5.71,5.74,3.62,region1
1.23,Ideal,1,I,6,SI2,7,60.6,57.0,4324.0,6.97,6.88,4.2,region4
0.31,Premium,2,D,1,VVS1,2,61.2,59.0,1129.0,4.38,4.35,2.67,region3
0.31,Ideal,1,E,2,SI1,6,62.7,57.0,571.0,4.29,4.32,2.7,region3
0.74,Ideal,1,H,5,VS1,4,61.6,56.0,2937.0,5.81,5.82,3.58,region3
0.42,Ideal,1,H,5,SI1,6,62.2,57.0,1167.0,4.8,4.78,2.98,region1
1.0,Good,4,I,6,VVS2,3,57.4,59.0,3629.0,6.61,6.53,3.77,region4
0.54,Ideal,1,G,4,SI2,7,60.4,59.0,1211.0,5.24,5.29,3.18,region3
2.02,Very Good,3,J,7,VS2,5,62.6,58.0,14174.0,8.03,8.1,5.05,region3
0.58,Good,4,F,3,VVS2,3,62.2,61.0,2868.0,5.37,5.44,3.36,region2
0.74,Ideal,1,J,7,SI1,6,61.7,56.0,2552.0,5.81,5.85,3.6,region1
0.52,Ideal,1,H,5,SI1,6,61.5,56.0,1396.0,5.19,5.22,3.2,region2
1.52,Very Good,3,J,7,VS1,4,62.2,55.0,9450.0,7.35,7.42,4.59,region2
1.34,Ideal,1,H,5,VS2,5,60.2,56.0,9658.0,7.23,7.18,4.34,region1
0.39,Ideal,1,H,5,IF,1,61.9,55.6,1091.0,4.68,4.7,2.91,region3
1.18,Ideal,1,I,6,SI1,6,62.2,56.0,5342.0,6.85,6.75,4.23,region3
0.33,Very Good,3,F,3,VVS2,3,61.1,56.0,850.0,4.46,4.48,2.73,region2
0.31,Ideal,1,F,3,IF,1,62.2,54.0,1188.0,4.37,4.41,2.73,region1
0.42,Ideal,1,G,4,VS1,4,61.8,57.0,1132.0,4.82,4.79,2.97,region2
0.5,Premium,2,D,1,SI1,6,61.1,59.0,1690.0,5.08,5.04,3.09,region3
0.32,Ideal,1,H,5,IF,1,61.6,56.0,1035.0,4.4,4.43,2.72,region1
1.51,Very Good,3,I,6,SI2,7,60.0,59.0,8233.0,7.45,7.52,4.49,region3
1.26,Very Good,3,H,5,SI1,6,60.6,60.0,8510.0,6.97,7.0,4.23,region1
0.72,Very Good,3,J,7,VVS1,2,60.1,58.0,2318.0,5.8,5.84,3.5,region3
0.8,Ideal,1,H,5,VS1,4,63.1,58.0,4044.0,5.89,5.96,3.74,region1
0.37,Good,4,H,5,SI1,6,63.2,57.0,560.0,4.54,4.58,2.88,region3
1.1,Ideal,1,G,4,VVS2,3,61.0,56.0,8870.0,6.69,6.73,4.09,region4
1.02,Premium,2,H,5,SI1,6,61.2,57.0,5542.0,6.54,6.5,3.99,region2
0.33,Premium,2,E,2,SI1,6,60.7,57.0,669.0,4.47,4.43,2.7,region4
0.97,Good,4,F,3,SI2,7,59.1,62.0,5437.0,6.49,6.54,3.85,region1
1.55,Ideal,1,G,4,SI1,6,61.7,57.0,16836.0,7.4,7.44,4.58,region1
1.5,Premium,2,E,2,VS1,4,60.1,60.0,14189.0,7.42,7.48,4.48,region3
1.34,Ideal,1,J,7,VS1,4,62.0,57.0,6610.0,7.04,7.12,4.39,region2
1.04,Ideal,1,H,5,SI2,7,61.8,55.0,5678.0,6.54,6.5,4.03,region1
1.58,Very Good,3,I,6,VS1,4,61.8,57.0,10618.0,7.5,7.56,4.64,region3
2.03,Premium,2,I,6,SI1,6,61.2,58.0,15108.0,8.21,8.16,5.01,region4
0.3,Very Good,3,H,5,SI1,6,63.3,56.0,582.0,4.29,4.27,2.71,region3
1.12,Premium,2,G,4,SI1,6,59.5,62.0,5440.0,6.81,6.76,4.04,region3
1.5,Ideal,1,I,6,VS1,4,62.0,54.0,11689.0,7.32,7.38,4.56,region2
0.71,Very Good,3,D,1,VVS2,3,61.7,58.0,4215.0,5.71,5.74,3.53,region3
0.41,Ideal,1,E,2,VVS1,2,61.3,57.0,1572.0,4.77,4.79,2.93,region2
0.55,Ideal,1,D,1,SI1,6,60.9,57.0,1932.0,5.29,5.32,3.23,region3
0.3,Ideal,1,F,3,SI1,6,60.9,55.0,632.0,4.34,4.38,2.66,region2
0.71,Very Good,3,F,3,SI2,7,59.5,58.0,1916.0,5.82,5.87,3.48,region4
0.4,Very Good,3,D,1,VS2,5,63.2,57.0,892.0,4.66,4.71,2.96,region3
0.42,Premium,2,E,2,SI1,6,62.7,57.0,1290.0,4.83,4.77,3.01,region1
0.61,Ideal,1,F,3,VVS2,3,61.1,57.0,3410.0,5.47,5.49,3.34,region3
1.04,Ideal,1,H,5,SI1,6,61.3,55.0,4183.0,6.49,6.44,3.96,region3
0.25,Very Good,3,E,2,VVS1,2,62.9,58.0,518.0,4.01,4.03,2.53,region4
1.25,Premium,2,E,2,VS2,5,61.5,58.0,13832.0,6.98,6.91,4.27,region1
1.01,Very Good,3,G,4,VS2,5,60.2,58.0,6524.0,6.51,6.54,3.93,region3
0.31,Ideal,1,I,6,VVS1,2,62.0,54.0,769.0,4.37,4.34,2.7,region3
2.0,Premium,2,E,2,SI2,7,62.2,56.0,18648.0,8.14,8.06,5.04,region3
1.0,Very Good,3,D,1,VS2,5,61.2,61.0,8047.0,6.35,6.39,3.9,region1
1.1,Premium,2,H,5,SI1,6,59.6,58.0,4990.0,6.79,6.74,4.03,region4
0.59,Very Good,3,E,2,VS2,5,62.3,55.0,1878.0,5.39,5.43,3.37,region3
0.32,Premium,2,F,3,VS2,5,61.5,58.0,869.0,4.42,4.39,2.71,region3
0.53,Good,4,F,3,SI1,6,63.8,56.0,1648.0,5.13,5.16,3.28,region1
0.3,Ideal,1,E,2,VVS2,3,61.3,54.0,1088.0,4.34,4.37,2.67,region1
1.62,Ideal,1,H,5,SI2,7,61.8,54.0,7978.0,7.55,7.6,4.68,region4
0.34,Ideal,1,D,1,VS2,5,62.9,55.0,1343.0,4.47,4.43,2.8,region1
0.32,Ideal,1,G,4,VS1,4,62.3,55.0,826.0,4.41,4.39,2.74,region2
0.81,Ideal,1,G,4,VS1,4,62.3,57.0,3190.0,5.99,5.95,3.72,region4
0.79,Ideal,1,F,3,SI1,6,61.3,56.0,2847.0,5.96,6.01,3.67,region4
0.5,Premium,2,G,4,VVS2,3,62.2,61.0,1625.0,5.09,5.07,3.16,region4
0.93,Fair,5,D,1,VS2,5,56.3,67.0,5840.0,6.52,6.45,3.65,region2
0.92,Premium,2,D,1,SI1,6,62.3,58.0,3915.0,6.21,6.27,3.89,region4
0.76,Ideal,1,G,4,VS2,5,61.5,55.0,3660.0,5.92,5.88,3.63,region2
0.54,Good,4,F,3,VS2,5,60.6,61.0,1641.0,5.22,5.3,3.19,region3
1.03,Ideal,1,F,3,SI2,7,62.3,56.0,4908.0,6.51,6.43,4.03,region2
1.51,Very Good,3,E,2,SI1,6,61.8,57.0,8527.0,7.36,7.43,4.57,region4
1.13,Ideal,1,H,5,SI2,7,62.5,57.0,5272.0,6.67,6.71,4.18,region2
0.56,Premium,2,E,2,VS2,5,59.9,58.0,2817.0,5.37,5.34,3.21,region1
1.04,Fair,5,E,2,SI2,7,67.5,56.0,4109.0,6.28,6.22,4.22,region4
0.41,Ideal,1,F,3,IF,1,61.9,56.0,1655.0,4.77,4.79,2.96,region2
0.3,Ideal,1,D,1,SI1,6,62.0,53.0,550.0,4.33,4.35,2.69,region3
0.51,Ideal,1,H,5,IF,1,59.6,59.0,1857.0,5.2,5.24,3.11,region4
0.39,Very Good,3,G,4,VS2,5,59.8,61.0,771.0,4.72,4.75,2.83,region3
1.74,Very Good,3,H,5,SI2,7,62.1,59.0,9077.0,7.65,7.78,4.79,region4
1.46,Premium,2,G,4,VS1,4,62.3,58.0,11035.0,7.25,7.2,4.5,region4
0.41,Good,4,I,6,VS1,4,63.7,57.0,1260.0,4.72,4.67,2.99,region1
0.9,Very Good,3,G,4,VS1,4,61.3,61.0,5192.0,6.15,6.25,3.8,region2
0.4,Very Good,3,E,2,SI2,7,58.7,57.0,642.0,4.88,4.94,2.88,region3
0.31,Ideal,1,I,6,VVS1,2,62.1,56.0,600.0,4.35,4.38,2.71,region3
1.3,Premium,2,H,5,VS1,4,61.5,58.0,8100.0,6.96,6.98,4.29,region3
1.03,Ideal,1,G,4,VS1,4,61.8,56.0,7092.0,6.46,6.51,4.01,region4
0.32,Ideal,1,G,4,IF,1,61.2,57.0,1071.0,4.43,4.4,2.7,region3
0.5,Good,4,E,2,VS2,5,63.3,64.0,1752.0,4.98,5.0,3.16,region1
1.65,Very Good,3,H,5,VS1,4,62.0,54.0,11417.0,7.55,7.62,4.7,region4
0.41,Ideal,1,H,5,VVS2,3,62.0,56.0,1034.0,4.74,4.78,2.95,region2
0.34,Ideal,1,G,4,IF,1,61.1,57.0,857.0,4.47,4.51,2.75,region4
2.53,Premium,2,J,7,SI2,7,62.6,57.0,15241.0,8.77,8.67,5.46,region4
0.31,Good,4,I,6,SI1,6,64.3,55.0,396.0,4.27,4.29,2.75,region3
1.52,Premium,2,D,1,SI2,7,59.2,62.0,11835.0,7.51,7.46,4.43,region2
0.56,Ideal,1,D,1,VS1,4,60.4,56.0,2634.0,5.36,5.33,3.23,region1
0.57,Ideal,1,G,4,VS1,4,62.0,55.0,2129.0,5.29,5.35,3.3,region2
0.41,Premium,2,E,2,VVS1,2,60.7,58.0,1435.0,4.8,4.86,2.93,region3
